Position,PosSum,Age,TimePlayed,TeamStatus,CategoryN4,CategoryN3,CategoryN2,WinLose,PA%,Shots_PM,ShotsOT_PM,KeyPasses_PM,AerialsWon_PM,Touches_PM,TotalTackles_PM,Interceptions_PM,Clearances_PM,BlockedShots_PM,Fouls_PM,Dribbles_PM,Fouled_PM,Offsides_PM,Disp_PM,UnsTouchesRating_PM,Passes_PM,Crosses_PM,AccCrosses_PM,LB_PM,AccLB_PM,ThB_PM,AccThB_PM
Sub,SUB,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,2,0,0,0,0,83.3,0,0,0,0,0.5,0,0,0.022,0,0,0,0,0,0,0,0.4,0,0,0.122,0.067,0,0
DR,DF,30,90,2,0,0,0,0,86.5,0,0,0.011,0.044,1.133,0.044,0.022,0.011,0,0,0,0,0,0,0.011,0.822,0.022,0.011,0.022,0.011,0,0
DC,DF,32,90,2,0,0,0,0,89.8,0,0,0.011,0,0.689,0,0,0.022,0.011,0.022,0,0,0,0,0,0.656,0,0,0.222,0.2,0.022,0.011
DC,DF,26,90,2,0,0,0,0,86.7,0.011,0,0.011,0.022,0.933,0.011,0.022,0.011,0,0.011,0,0.011,0,0.011,0,0.833,0,0,0.133,0.089,0,0
DL,DF,29,90,2,0,0,0,0,86.2,0.033,0.011,0,0.033,1.178,0,0.022,0.011,0,0.022,0.011,0.011,0,0.011,0.022,0.722,0.089,0,0.033,0.022,0,0
MC,MD,25,62,2,0,0,0,0,97.5,0,0,0.022,0,0.567,0.011,0,0,0,0.011,0.011,0.022,0,0.033,0,0.444,0,0,0.022,0.022,0,0
MC,MD,28,90,2,0,0,0,0,91,0,0,0,0,1.011,0.022,0.033,0,0,0.033,0.022,0.022,0,0.067,0,0.744,0,0,0.033,0.033,0,0
MC,MD,28,90,2,0,0,0,0,85,0.011,0,0,0,1.044,0.022,0.044,0.011,0,0.033,0.011,0.011,0,0.022,0.011,0.889,0,0,0.022,0.011,0.022,0
FWR,FW,32,79,2,0,0,0,0,87,0.022,0,0.011,0,0.711,0.011,0.011,0.011,0,0.022,0.033,0,0,0.011,0.011,0.511,0.044,0,0.056,0.056,0,0
FW,FW,29,90,2,0,0,0,0,82.5,0.022,0,0.011,0,0.8,0,0,0,0,0,0.033,0.033,0,0.067,0.033,0.444,0.067,0,0.033,0.022,0,0
FWL,FW,31,67,2,0,0,0,0,93.3,0.033,0,0.056,0.011,0.5,0.022,0,0,0,0,0,0,0,0.011,0.011,0.333,0.033,0.022,0.022,0.022,0,0
Sub,SUB,33,23,2,0,0,0,0,66.7,0,0,0,0.044,0.111,0,0,0,0,0,0,0,0,0,0.022,0.067,0,0,0,0,0,0
Sub,SUB,26,28,2,0,0,0,0,85.7,0.011,0,0,0,0.278,0,0,0,0,0.011,0.011,0.011,0,0,0,0.233,0,0,0.044,0.033,0.022,0
Sub,SUB,19,11,2,0,0,0,0,75,0,0,0,0.011,0.178,0,0,0,0,0,0.011,0.022,0,0,0.011,0.089,0.011,0,0,0,0,0
Sub,SUB,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,27,90,1,0,0,0,1,86.7,0,0,0,0,0.267,0,0.011,0,0,0,0,0,0,0,0,0.167,0,0,0.044,0.022,0,0
DC,DF,34,90,1,0,0,0,1,94.7,0,0,0,0.011,1.011,0.022,0.022,0.011,0.011,0,0.011,0.011,0,0.022,0.033,0.833,0,0,0.078,0.067,0,0
DC,DF,27,90,1,0,0,0,1,90.5,0.011,0,0,0.056,0.833,0.011,0.022,0.033,0,0.044,0,0.011,0,0,0,0.7,0,0,0.056,0.044,0,0
DC,DF,22,45,1,0,0,0,1,94.7,0.022,0,0.011,0.011,0.711,0.011,0.022,0.011,0,0.022,0.011,0,0,0,0,0.633,0,0,0.033,0.033,0,0
MR,MD,27,45,1,0,0,0,1,77.8,0,0,0,0,0.289,0,0,0.011,0.011,0,0,0,0,0,0.022,0.2,0.011,0,0.022,0,0,0
MC,MD,27,67,1,0,0,0,1,91.1,0.011,0,0,0,0.611,0.033,0,0,0.011,0,0,0,0,0,0,0.5,0.011,0,0.033,0.033,0,0
MC,MD,20,90,1,0,0,0,1,90.6,0,0,0.022,0.033,1.133,0.022,0,0,0,0.011,0.022,0.056,0,0.033,0,0.944,0.011,0,0.056,0.056,0,0
ML,MD,26,90,1,0,0,0,1,89.5,0.011,0.011,0.011,0,1.122,0.011,0.011,0,0,0.033,0.011,0,0.011,0.011,0.022,0.844,0.089,0,0.033,0.033,0,0
AMC,MD,31,90,1,0,0,0,1,93.8,0.022,0.022,0.022,0,1.211,0.011,0,0,0,0.022,0.033,0,0,0.056,0.067,0.9,0.056,0.011,0.022,0.022,0,0
FW,FW,28,90,1,0,0,0,1,75.8,0.033,0,0.022,0,0.567,0,0,0,0,0.022,0.044,0,0,0.011,0.078,0.367,0,0,0,0,0.011,0.011
FW,FW,30,90,1,0,0,0,1,66.7,0.011,0.011,0.011,0,0.389,0,0,0,0,0,0.011,0.033,0,0,0.022,0.233,0.022,0.011,0,0,0,0
Sub,SUB,23,45,1,0,0,0,1,73.5,0.011,0.011,0,0,0.611,0.011,0,0,0,0,0.022,0.011,0,0.044,0.033,0.378,0.056,0,0,0,0,0
Sub,SUB,23,23,1,0,0,0,1,90,0,0,0,0,0.356,0.011,0,0,0,0.011,0,0.011,0,0.033,0,0.222,0.022,0,0.011,0,0,0
Sub,SUB,22,45,1,0,0,0,1,90.9,0,0,0,0,0.678,0.022,0.022,0,0.011,0,0.022,0,0,0.011,0.022,0.367,0.056,0,0.022,0.011,0,0
Sub,SUB,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,33,90,2,1,1,1,0,42.1,0,0,0,0,0.278,0,0,0.011,0,0,0,0,0,0,0,0.211,0,0,0.211,0.089,0,0
DR,DF,22,90,2,1,1,1,0,62.5,0,0,0.011,0,0.589,0.033,0.089,0.033,0,0,0,0.011,0,0.011,0.022,0.267,0.011,0,0.044,0,0,0
DC,DF,32,90,2,1,1,1,0,54.6,0.033,0.011,0.022,0.033,0.267,0,0.011,0.067,0.011,0,0,0,0,0,0,0.122,0,0,0.022,0,0,0
DC,DF,29,90,2,1,1,1,0,66.7,0.011,0,0,0.011,0.356,0.022,0,0.122,0.011,0,0,0,0,0,0,0.167,0,0,0.056,0.033,0,0
DL,DF,30,90,2,1,1,1,0,66.7,0,0,0,0.011,0.4,0.011,0.022,0.056,0,0.033,0,0,0,0,0.011,0.167,0.022,0,0.056,0.011,0,0
MR,MD,32,90,2,1,1,1,0,70.6,0.033,0.011,0.011,0,0.567,0.044,0,0.011,0,0,0.011,0.022,0,0,0.011,0.378,0,0,0.1,0.044,0,0
MC,MD,30,90,2,1,1,1,0,62.5,0.033,0.033,0,0.011,0.378,0.056,0,0,0,0.011,0.011,0.011,0,0.022,0,0.178,0.011,0,0.022,0,0,0
MC,MD,28,90,2,1,1,1,0,61.8,0,0,0.067,0.011,0.611,0.033,0.022,0.022,0,0.033,0.011,0.022,0,0,0.033,0.378,0.067,0.044,0.067,0.033,0,0
ML,MD,24,79,2,1,1,1,0,84.6,0.011,0,0,0,0.411,0.033,0.011,0,0,0.011,0,0,0,0,0.033,0.289,0,0,0,0,0,0
FW,FW,29,77,2,1,1,1,0,68.4,0.033,0.011,0.011,0.078,0.356,0.011,0,0.011,0,0,0.011,0.011,0.011,0,0.033,0.211,0,0,0,0,0,0
FW,FW,27,90,2,1,1,1,0,87,0.011,0.011,0.033,0,0.622,0.011,0,0,0,0.033,0.033,0.056,0,0.056,0.067,0.256,0,0,0,0,0,0
Sub,SUB,28,13,2,1,1,1,0,100,0.011,0,0.011,0,0.178,0.033,0,0,0,0,0,0.022,0.011,0.011,0.022,0.056,0,0,0,0,0,0
Sub,SUB,28,11,2,1,1,1,0,62.5,0,0,0,0,0.144,0.011,0,0,0,0.011,0.011,0,0,0.011,0.011,0.089,0,0,0.022,0,0,0
Sub,SUB,26,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,37,90,1,0,0,0,1,69.7,0,0,0,0.011,0.556,0.011,0,0.022,0,0,0,0.011,0,0,0,0.367,0,0,0.2,0.1,0,0
DR,DF,24,90,1,0,0,0,1,97.2,0.022,0.011,0,0.022,0.689,0.011,0,0.044,0.011,0.011,0.011,0,0,0,0,0.4,0.044,0.011,0.011,0.011,0,0
DC,DF,27,90,1,0,0,0,1,86.8,0,0,0,0.033,0.878,0.011,0.033,0.056,0,0.022,0,0,0,0,0,0.756,0,0,0.078,0.067,0,0
DC,DF,31,38,1,0,0,0,1,82.8,0,0,0,0.011,0.4,0.022,0,0.022,0,0.022,0,0.011,0,0.011,0,0.322,0,0,0.056,0.011,0,0
DL,DF,33,90,1,0,0,0,1,88.5,0.011,0.011,0.011,0.011,0.978,0.044,0.022,0,0,0.022,0,0.011,0,0.022,0,0.578,0.033,0,0.011,0,0,0
DMC,DF,27,90,1,0,0,0,1,81.2,0.011,0,0,0.044,1.311,0,0.011,0.033,0,0.011,0.011,0,0,0.011,0,1.122,0.044,0,0.211,0.111,0,0
DMC,DF,23,90,1,0,0,0,1,85.9,0,0,0,0.011,0.822,0.011,0.011,0,0.011,0.022,0,0.033,0,0,0,0.711,0.011,0.011,0.067,0.022,0,0
AMR,MD,31,90,1,0,0,0,1,79,0,0,0.022,0,0.633,0.044,0.011,0.011,0,0,0.011,0.011,0,0.011,0.044,0.422,0,0,0.056,0.044,0,0
AMC,MD,29,79,1,0,0,0,1,83.3,0.011,0.011,0.022,0,0.433,0,0,0,0,0.011,0,0.011,0,0.044,0,0.333,0.011,0.011,0.056,0.044,0.022,0
AML,MD,30,68,1,0,0,0,1,69.6,0.022,0.011,0.011,0,0.467,0.011,0,0.011,0,0,0.033,0.011,0.011,0.022,0.033,0.256,0.022,0,0,0,0,0
FW,FW,28,90,1,0,0,0,1,66.7,0.011,0.011,0,0.044,0.478,0.033,0.011,0.022,0,0.044,0,0.033,0,0,0.044,0.3,0,0,0.044,0.044,0,0
Sub,SUB,23,22,1,0,0,0,1,83.3,0,0,0.011,0.011,0.211,0.011,0,0,0,0,0,0,0,0.022,0.022,0.133,0,0,0,0,0,0
Sub,SUB,24,52,1,0,0,0,1,86.1,0,0,0,0.022,0.5,0,0,0.067,0,0.011,0,0,0,0,0.011,0.4,0,0,0.044,0.033,0,0
Sub,SUB,29,11,1,0,0,0,1,100,0.011,0,0,0.011,0.1,0,0,0.011,0,0.011,0,0,0,0.011,0,0.067,0,0,0,0,0,0
Sub,SUB,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,25,90,2,1,1,1,0,66.7,0,0,0,0,0.278,0,0,0,0,0,0,0.011,0,0,0,0.2,0,0,0.144,0.078,0,0
DR,DF,22,90,2,1,1,1,0,75,0,0,0,0.044,0.711,0.022,0.044,0.067,0,0.011,0,0,0,0.011,0.011,0.4,0,0,0.1,0.056,0,0
DC,DF,25,90,2,1,1,1,0,71.4,0,0,0,0.022,0.3,0,0,0.033,0.011,0.011,0.011,0,0,0,0,0.233,0,0,0.022,0.011,0,0
DC,DF,27,90,2,1,1,1,0,80.7,0.022,0.011,0,0.044,0.489,0,0.022,0.089,0,0.011,0.011,0,0,0,0,0.344,0,0,0.033,0,0,0
DL,DF,26,90,2,1,1,1,0,65.8,0.011,0.011,0.011,0.033,0.878,0.022,0.033,0.033,0.011,0.022,0.033,0.022,0,0.011,0,0.422,0.111,0.011,0.044,0.011,0,0
DMC,DF,30,90,2,1,1,1,0,82.4,0,0,0,0,0.644,0.111,0.033,0.033,0,0.011,0,0.022,0,0.022,0.011,0.378,0,0,0.022,0,0,0
DMC,DF,21,90,2,1,1,1,0,67.6,0,0,0,0,0.6,0.022,0.011,0.011,0,0.022,0.022,0.011,0,0.011,0.033,0.411,0.022,0,0.056,0.033,0.011,0.011
AMR,MD,30,71,2,1,1,1,0,94.4,0.011,0.011,0.022,0,0.411,0.033,0,0.011,0,0,0.011,0.011,0.011,0.033,0.044,0.2,0.022,0.011,0.011,0.011,0,0
AMC,MD,30,90,2,1,1,1,0,86.1,0.011,0,0.044,0,0.689,0,0.011,0,0.011,0.022,0.022,0.022,0,0,0.056,0.4,0.089,0.033,0.022,0.022,0.011,0.011
AML,MD,22,90,2,1,1,1,0,72.2,0.044,0.022,0,0,0.5,0,0.011,0.011,0,0,0.011,0.033,0,0.022,0.022,0.2,0.044,0,0.033,0,0,0
FW,FW,22,71,2,1,1,1,0,61.5,0,0,0.011,0,0.3,0,0.011,0.011,0,0.022,0,0.033,0.011,0.011,0.044,0.144,0,0,0.011,0.011,0,0
Sub,SUB,27,19,2,1,1,1,0,81.8,0,0,0.011,0,0.233,0.011,0.022,0.011,0,0,0.011,0,0,0.011,0.011,0.122,0.011,0.011,0,0,0,0
Sub,SUB,28,19,2,1,1,1,0,75,0.011,0.011,0,0.022,0.1,0,0,0,0,0,0.011,0,0,0.011,0.011,0.044,0,0,0,0,0,0
Sub,SUB,30,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,37,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,35,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,23,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,27,90,1,0,0,0,0,55.3,0,0,0,0,0.578,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0.244,0.056,0,0
DC,DF,34,90,1,0,0,0,0,89.2,0,0,0,0.067,0.9,0.011,0.033,0.067,0.011,0,0,0.022,0,0,0,0.722,0,0,0.067,0.022,0,0
DC,DF,27,45,1,0,0,0,0,69.2,0,0,0,0.033,0.311,0,0.011,0.011,0,0,0,0,0,0,0,0.289,0,0,0.056,0.011,0,0
DC,DF,31,90,1,0,0,0,0,83.7,0.011,0,0.011,0.022,0.667,0.033,0,0.067,0,0.044,0.011,0.011,0,0.011,0.011,0.478,0,0,0.089,0.011,0,0
DMR,MD,22,90,1,0,0,0,0,83,0,0,0,0.011,0.878,0.011,0,0,0,0,0.033,0.022,0,0,0.011,0.589,0.011,0,0.033,0.022,0,0
DML,MD,26,90,1,0,0,0,0,80.3,0,0,0.044,0,0.933,0.011,0,0,0,0,0.022,0,0,0.011,0,0.733,0,0,0.056,0.033,0,0
MC,MD,20,90,1,0,0,0,0,80,0.011,0.011,0.011,0,0.744,0.022,0.033,0,0,0.011,0.022,0.022,0,0.022,0.022,0.5,0.022,0,0.044,0.022,0.022,0.011
MC,MD,27,90,1,0,0,0,0,86.1,0.033,0.022,0.033,0.033,1.122,0.033,0.033,0.022,0,0,0,0.011,0,0,0.022,0.8,0.089,0.022,0.1,0.1,0.022,0.011
AMC,MD,30,90,1,0,0,0,0,62.2,0.067,0.022,0.022,0.044,0.611,0.011,0.022,0,0,0.011,0.022,0,0.011,0,0.011,0.411,0.033,0,0.011,0.011,0,0
AMC,MD,23,82,1,0,0,0,0,73,0.011,0,0.033,0,0.522,0,0,0,0,0,0.022,0.011,0,0,0.033,0.411,0.022,0.011,0.033,0.022,0,0
FW,FW,28,74,1,0,0,0,0,66.7,0.033,0.033,0,0,0.478,0.022,0,0.011,0,0,0.011,0.033,0.033,0.056,0.011,0.267,0,0,0.022,0,0.011,0
Sub,SUB,23,45,1,0,0,0,0,88.5,0,0,0,0.011,0.378,0.011,0,0,0,0.011,0,0,0,0.011,0.022,0.289,0,0,0.011,0,0.011,0
Sub,SUB,18,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,16,1,0,0,0,0,100,0.011,0.011,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0.011,0.011,0,0
Sub,SUB,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,26,90,2,2,2,1,1,55.2,0,0,0,0,0.467,0,0,0.022,0,0,0,0,0,0,0,0.322,0,0,0.244,0.1,0,0
DC,DF,31,90,2,2,2,1,1,70,0,0,0,0.011,0.6,0.033,0.033,0.011,0,0.033,0,0.011,0,0,0,0.444,0,0,0.1,0.022,0,0
DC,DF,30,90,2,2,2,1,1,73.7,0,0,0,0.022,0.644,0.044,0.011,0.111,0.011,0,0,0,0,0,0,0.422,0,0,0.044,0.011,0,0
DC,DF,32,90,2,2,2,1,1,87.5,0,0,0,0,0.444,0.011,0,0.067,0.022,0.011,0,0.011,0,0,0,0.267,0,0,0.011,0,0,0
DMR,MD,27,55,2,2,2,1,1,57.1,0,0,0,0.011,0.456,0.011,0.011,0.056,0,0,0,0,0,0,0.011,0.233,0.033,0,0.022,0.011,0,0
DML,MD,26,90,2,2,2,1,1,64.9,0.011,0,0.011,0.011,0.611,0.011,0.033,0,0,0.022,0,0,0.011,0.011,0.022,0.411,0.044,0,0.056,0.011,0,0
MC,MD,25,60,2,2,2,1,1,83.3,0,0,0,0.011,0.356,0,0.022,0.033,0,0,0,0,0,0,0,0.267,0,0,0.011,0,0,0
MC,MD,29,90,2,2,2,1,1,91.8,0,0,0.022,0,0.7,0.011,0,0,0,0,0.022,0.022,0,0.011,0.022,0.544,0.011,0,0.033,0.011,0.011,0.011
FWR,FW,19,90,2,2,2,1,1,91.3,0.011,0,0.022,0,0.433,0.011,0.011,0,0,0.011,0,0,0.011,0,0.044,0.256,0.022,0.011,0,0,0,0
FW,FW,25,90,2,2,2,1,1,66.7,0.033,0.033,0.011,0.1,0.522,0.022,0,0.033,0,0.022,0,0.022,0.011,0.011,0.033,0.267,0,0,0,0,0,0
FWL,FW,29,60,2,2,2,1,1,80,0.022,0,0.011,0.022,0.467,0.011,0,0.022,0,0,0.011,0.011,0,0.011,0.056,0.222,0.022,0.011,0,0,0,0
Sub,SUB,24,30,2,2,2,1,1,38.5,0.011,0.011,0,0.022,0.189,0,0,0,0,0.022,0.011,0,0.011,0,0.022,0.144,0,0,0.011,0,0,0
Sub,SUB,22,35,2,2,2,1,1,88.9,0,0,0,0,0.167,0.011,0.011,0.011,0,0.011,0.011,0,0,0,0,0.1,0,0,0.011,0,0,0
Sub,SUB,28,30,2,2,2,1,1,78.6,0.011,0,0.011,0,0.256,0.022,0,0,0.011,0,0,0,0,0,0,0.156,0.022,0.022,0.056,0.033,0,0
Sub,SUB,26,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,29,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,31,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,27,90,1,0,0,0,2,71.1,0,0,0,0,0.489,0,0.011,0.011,0,0,0,0,0,0,0,0.422,0,0,0.189,0.067,0,0
DC,DF,27,65,1,0,0,0,2,86.5,0,0,0,0.022,0.644,0.011,0.011,0.022,0,0.033,0,0,0,0,0,0.578,0,0,0.111,0.044,0,0
DC,DF,31,90,1,0,0,0,2,89.1,0,0,0,0.011,0.911,0.033,0.044,0.011,0.011,0.022,0,0.033,0,0,0.011,0.711,0,0,0.067,0.033,0,0
DC,DF,36,45,1,0,0,0,2,80,0,0,0,0.011,0.378,0,0.022,0,0,0,0,0.011,0,0,0,0.278,0,0,0.044,0.022,0,0
DMC,DF,27,90,1,0,0,0,2,78.8,0.033,0,0.022,0.067,1.333,0.056,0.011,0.067,0,0.022,0,0.044,0,0.011,0.033,0.944,0.067,0.011,0.1,0.067,0,0
MR,MD,24,90,1,0,0,0,2,76.1,0.011,0,0,0.022,0.678,0,0.011,0,0,0,0.011,0,0,0,0,0.511,0.011,0,0.011,0.011,0.011,0
MC,MD,20,90,1,0,0,0,2,94.1,0,0,0.056,0.011,0.633,0,0.011,0,0,0.011,0,0,0,0.022,0,0.567,0.011,0,0.022,0.011,0,0
MC,MD,23,90,1,0,0,0,2,85.1,0.033,0.022,0.022,0.011,0.756,0.022,0,0.011,0,0,0,0.078,0,0.022,0.022,0.522,0,0,0.033,0.011,0,0
ML,MD,26,90,1,0,0,0,2,66.7,0,0,0.011,0,0.644,0.044,0,0.011,0,0,0,0.011,0,0.022,0.033,0.333,0.033,0.011,0.033,0.011,0,0
FW,FW,28,45,1,0,0,0,2,83.3,0.011,0,0,0.011,0.211,0,0,0.011,0,0.011,0,0.011,0.011,0,0.011,0.133,0,0,0.011,0.011,0,0
FW,FW,30,90,1,0,0,0,2,77.8,0.044,0,0.011,0.033,0.344,0,0,0,0,0.011,0,0.011,0.011,0,0.022,0.2,0.011,0,0,0,0,0
Sub,SUB,31,45,1,0,0,0,2,68.2,0.022,0,0.011,0.011,0.367,0.011,0,0,0,0.011,0.011,0.011,0,0,0,0.244,0.044,0.011,0,0,0.011,0
Sub,SUB,23,45,1,0,0,0,2,60,0,0,0.011,0,0.378,0,0,0,0,0.011,0.011,0,0,0.033,0.033,0.222,0,0,0.011,0,0,0
Sub,SUB,33,25,1,0,0,0,2,93.3,0,0,0,0,0.189,0.011,0,0.011,0,0.011,0,0,0,0,0,0.167,0,0,0.011,0,0,0
Sub,SUB,37,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,34,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK,GK,30,90,2,2,2,1,2,60,0,0,0,0.011,0.467,0,0.011,0.022,0,0,0,0,0,0,0,0.389,0,0,0.356,0.2,0,0
DR,DF,27,59,2,2,2,1,2,63.2,0.011,0,0.011,0.022,0.367,0.011,0,0,0,0,0,0,0,0.011,0,0.211,0.022,0,0.022,0,0,0
DC,DF,29,90,2,2,2,1,2,80,0,0,0,0.011,0.444,0.044,0,0.056,0,0,0,0,0,0,0.011,0.278,0,0,0.078,0.056,0,0
DC,DF,29,90,2,2,2,1,2,65.4,0,0,0,0.067,0.389,0.011,0.022,0.044,0,0.033,0,0,0,0,0,0.289,0,0,0.056,0.033,0,0
DL,DF,25,90,2,2,2,1,2,76.2,0,0,0,0.022,0.489,0.011,0.044,0.044,0.022,0.011,0.011,0.011,0,0,0.022,0.233,0,0,0.022,0.011,0,0
DMC,DF,30,69,2,2,2,1,2,61.5,0,0,0,0,0.244,0,0.011,0.011,0.011,0.022,0,0.011,0,0.022,0.011,0.144,0,0,0.011,0,0,0
DMC,DF,31,51,2,2,2,1,2,78.3,0,0,0,0,0.344,0,0.022,0,0,0.022,0.011,0.022,0,0.011,0,0.256,0,0,0.033,0.022,0,0
AMR,MD,26,90,2,2,2,1,2,73.5,0.011,0,0.011,0,0.633,0.011,0.011,0,0,0.044,0.011,0.022,0,0.011,0.056,0.378,0.022,0.011,0.011,0,0,0
AMC,MD,29,90,2,2,2,1,2,67.7,0,0,0.011,0,0.511,0.033,0.022,0,0.011,0.022,0,0,0,0.022,0.022,0.344,0.033,0.011,0.056,0.022,0,0
AML,MD,30,90,2,2,2,1,2,76,0.022,0,0,0.011,0.422,0.011,0,0.033,0,0,0,0,0,0,0.022,0.278,0.033,0.011,0.033,0,0,0
FW,FW,31,90,2,2,2,1,2,53.1,0.022,0,0,0.111,0.6,0,0,0.011,0,0.033,0.011,0.033,0,0.033,0.056,0.356,0,0,0,0,0,0
Sub,SUB,27,21,2,2,2,1,2,60,0,0,0,0,0.178,0.011,0.011,0.011,0,0,0,0.011,0,0,0,0.111,0,0,0.056,0.011,0,0
Sub,SUB,22,39,2,2,2,1,2,62.5,0,0,0.011,0.011,0.222,0.022,0,0,0,0.033,0,0,0,0,0,0.178,0,0,0.089,0.044,0,0
Sub,SUB,25,31,2,2,2,1,2,61.5,0,0,0.011,0,0.256,0.011,0.011,0.011,0,0,0,0,0,0,0,0.144,0.011,0.011,0.022,0.011,0,0
Sub,SUB,23,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,27,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,22,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub,SUB,32,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
